41.896141052246094,-87.66206741333008,20151111 10:44
41.89616458820847,-87.66158453023658,20151111 10:44
41.89616458820847,-87.66158453023658,20151111 10:44
41.89616458820847,-87.66158453023658,20151111 10:44
41.89616458820847,-87.66158453023658,20151111 10:44
41.89616458820847,-87.66158453023658,20151111 10:44
41.89616458820847,-87.66158453023658,20151111 10:44
41.89620035344904,-87.65961858575994,20151111 10:45
41.89620035344904,-87.65961858575994,20151111 10:45
41.89620035344904,-87.65961858575994,20151111 10:45
41.89620035344904,-87.65961858575994,20151111 10:45
41.89620035344904,-87.65961858575994,20151111 10:45
41.89618056161063,-87.65934767041888,20151111 10:45
41.89618056161063,-87.65934767041888,20151111 10:45
41.89618056161063,-87.65934767041888,20151111 10:45
41.89618056161063,-87.65934767041888,20151111 10:45
41.89618056161063,-87.65934767041888,20151111 10:45
41.89618056161063,-87.65934767041888,20151111 10:45
41.89622116088867,-87.65591531429651,20151111 10:46
41.89622116088867,-87.65591531429651,20151111 10:46
41.89622116088867,-87.65591531429651,20151111 10:46
41.89622116088867,-87.65591531429651,20151111 10:46
41.89622116088867,-87.65591531429651,20151111 10:46
41.89622116088867,-87.65591531429651,20151111 10:46
41.89622116088867,-87.65591531429651,20151111 10:46
41.89622116088867,-87.65570696662454,20151111 10:46
41.89622116088867,-87.65570696662454,20151111 10:46
41.89622116088867,-87.65570696662454,20151111 10:46
41.89622116088867,-87.65570696662454,20151111 10:46
41.89622116088867,-87.65570696662454,20151111 10:46
41.89622116088867,-87.65570696662454,20151111 10:46
41.89622116088867,-87.65570696662454,20151111 10:47
41.89622116088867,-87.65570696662454,20151111 10:47
41.89622116088867,-87.65570696662454,20151111 10:47
41.89622116088867,-87.65570696662454,20151111 10:47
41.89622116088867,-87.65570696662454,20151111 10:47
41.89631256103516,-87.65507507324219,20151111 10:47
41.89631256103516,-87.65507507324219,20151111 10:47
41.89631256103516,-87.65507507324219,20151111 10:47
41.89631812803207,-87.653872213056,20151111 10:47
41.89631812803207,-87.653872213056,20151111 10:47
41.89631812803207,-87.653872213056,20151111 10:47
41.89631812803207,-87.653872213056,20151111 10:47
41.89631812803207,-87.653872213056,20151111 10:47
41.89631812803207,-87.653872213056,20151111 10:47
41.896331787109375,-87.6488280523391,20151111 10:48
41.896331787109375,-87.6488280523391,20151111 10:48
41.896331787109375,-87.6488280523391,20151111 10:48
41.896331787109375,-87.6488280523391,20151111 10:48
41.896331787109375,-87.6488280523391,20151111 10:48
41.896331787109375,-87.6488280523391,20151111 10:48
41.896331787109375,-87.6488280523391,20151111 10:48
41.896324157714844,-87.64741381476907,20151111 10:49
41.896324157714844,-87.64741381476907,20151111 10:49
41.896324157714844,-87.64741381476907,20151111 10:49
41.896324157714844,-87.64741381476907,20151111 10:49
41.896324157714844,-87.64741381476907,20151111 10:49
41.89641580826197,-87.64693470490285,20151111 10:49
41.89641580826197,-87.64693470490285,20151111 10:49
41.89641580826197,-87.64693470490285,20151111 10:49
41.89641580826197,-87.64693470490285,20151111 10:49
41.89641580826197,-87.64693470490285,20151111 10:49
41.89641580826197,-87.64693470490285,20151111 10:49
41.89641580826197,-87.64693470490285,20151111 10:49
41.89641580826197,-87.64693470490285,20151111 10:49
41.89641580826197,-87.64693470490285,20151111 10:49
41.89641580826197,-87.64693470490285,20151111 10:49
41.89641580826197,-87.64693470490285,20151111 10:49
41.89641580826197,-87.64693470490285,20151111 10:49
41.89641580826197,-87.64693470490285,20151111 10:49
41.89641580826197,-87.64693470490285,20151111 10:49
41.89641580826197,-87.64693470490285,20151111 10:49
41.89641580826197,-87.64693470490285,20151111 10:49
41.89641580826197,-87.64693470490285,20151111 10:49
41.89641580826197,-87.64693470490285,20151111 10:49
41.89641580826197,-87.64693470490285,20151111 10:49
41.896484375,-87.6425154209137,20151111 10:51
41.89648857669554,-87.6422590172809,20151111 10:51
41.89648857669554,-87.6422590172809,20151111 10:51
41.89648857669554,-87.6422590172809,20151111 10:51
41.89648857669554,-87.6422590172809,20151111 10:51
41.89648857669554,-87.6422590172809,20151111 10:51
41.89648857669554,-87.6422590172809,20151111 10:51
41.896504413650696,-87.63978052713784,20151111 10:51
41.896504413650696,-87.63978052713784,20151111 10:51
41.896504413650696,-87.63978052713784,20151111 10:51
41.896504413650696,-87.63978052713784,20151111 10:51
41.896504413650696,-87.63978052713784,20151111 10:51
41.896504413650696,-87.63978052713784,20151111 10:51
41.896504413650696,-87.63978052713784,20151111 10:51
41.896536182712865,-87.63804791424725,20151111 10:52
41.896536182712865,-87.63804791424725,20151111 10:52
41.896536182712865,-87.63804791424725,20151111 10:52
41.896536182712865,-87.63804791424725,20151111 10:52
41.896536182712865,-87.63804791424725,20151111 10:52
41.896536182712865,-87.63804791424725,20151111 10:52
41.896536182712865,-87.63804791424725,20151111 10:52
41.896536182712865,-87.63804791424725,20151111 10:52
41.896536182712865,-87.63804791424725,20151111 10:52
41.896536182712865,-87.63804791424725,20151111 10:52
41.896536182712865,-87.63804791424725,20151111 10:52
41.896522521972656,-87.63751433325595,20151111 10:53
41.896522521972656,-87.63751433325595,20151111 10:53
41.896522521972656,-87.63751433325595,20151111 10:53
41.896522521972656,-87.63751433325595,20151111 10:53
41.89653523763021,-87.63698832194011,20151111 10:53
41.89653523763021,-87.63698832194011,20151111 10:53
41.89653523763021,-87.63698832194011,20151111 10:53
41.89653523763021,-87.63698832194011,20151111 10:53
41.89653523763021,-87.63698832194011,20151111 10:53
41.89653523763021,-87.63698832194011,20151111 10:53
41.89653523763021,-87.63698832194011,20151111 10:53
